Photo No.,Date,Time,Lat_dec,Lon_dec,Alt above the Sea level,Alt above launch point,Alt above ground,Banking angle,Tangage,Azimuth,GPS Course,Speed,GPS Speed,Camera position,Species,Number
DSC07891.JPG,16.07.2020,06:12:34,45.759460,61.212093,54.5,0.4,,0.000,-0.700,341.000,341.200,0.000,0.000,right,,
DSC07892.JPG,16.07.2020,06:12:40,45.759460,61.212093,54.2,0.4,,-0.400,-2.500,341.000,341.000,0.000,0.000,right,,
DSC07893.JPG,16.07.2020,06:12:52,45.759457,61.212093,54.5,0.4,,0.400,0.100,340.000,339.900,0.000,0.000,right,,
DSC07894.JPG,16.07.2020,06:17:20,45.760040,61.213928,90.9,40.0,36.4,1.500,8.100,84.000,80.600,82.080,55.080,right,,
DSC07895.JPG,16.07.2020,06:17:30,45.760231,61.216064,133.1,78.9,78.6,16.400,7.000,89.000,87.200,87.840,66.600,right,,
DSC07896.JPG,16.07.2020,06:17:40,45.759289,61.218616,152.6,96.9,98.1,-9.800,2.300,141.000,151.200,93.960,99.000,right,,
DSC07897.JPG,16.07.2020,06:17:50,45.757427,61.220409,155.3,100.4,100.8,22.200,0.000,168.000,170.300,90.720,102.600,right,,
DSC07898.JPG,16.07.2020,06:18:00,45.755043,61.218864,164.8,109.1,110.3,11.900,4.800,240.000,237.000,79.200,115.920,right,,
DSC07899.JPG,16.07.2020,06:18:10,45.754639,61.214809,189.3,133.5,134.8,5.700,3.200,284.000,277.500,84.600,115.560,right,,
DSC07900.JPG,16.07.2020,06:18:20,45.755890,61.211594,207.0,150.5,152.5,10.100,1.300,356.000,330.300,87.480,91.800,right,,
DSC07901.JPG,16.07.2020,06:18:30,45.757885,61.211246,210.3,151.4,155.8,11.800,4.700,42.000,21.200,88.200,75.240,right,,
DSC07902.JPG,16.07.2020,06:18:40,45.758987,61.212791,225.9,167.3,171.4,5.000,9.500,77.000,65.300,82.800,63.000,right,,
DSC07903.JPG,16.07.2020,06:18:50,45.759281,61.215023,239.7,182.3,185.2,4.900,10.000,97.000,97.700,83.880,69.120,right,,
DSC07904.JPG,16.07.2020,06:19:00,45.758270,61.217251,259.1,201.3,204.6,10.600,1.000,148.000,152.900,93.600,94.320,right,,
DSC07905.JPG,16.07.2020,06:19:10,45.755669,61.217003,259.2,201.6,204.7,13.300,2.100,221.000,218.100,90.000,123.840,right,,
DSC07906.JPG,16.07.2020,06:22:53,45.714344,61.145321,285.8,226.1,231.3,1.500,7.200,219.000,227.000,84.960,119.880,right,,
DSC07907.JPG,16.07.2020,06:22:58,45.713467,61.143951,287.8,228.4,233.3,3.500,4.300,218.000,226.600,85.320,117.720,right,,
DSC07908.JPG,16.07.2020,06:23:03,45.712444,61.142368,286.3,227.2,231.8,8.300,6.100,218.000,225.800,82.440,115.920,right,,
DSC07909.JPG,16.07.2020,06:23:08,45.711529,61.140728,286.7,225.4,232.2,30.700,4.500,260.000,244.200,83.880,122.040,right,,
DSC07910.JPG,16.07.2020,06:23:13,45.711357,61.138641,284.2,226.6,229.7,15.200,6.400,301.000,280.700,84.240,120.600,right,,
DSC07911.JPG,16.07.2020,06:23:18,45.711941,61.136791,294.1,238.1,239.6,19.300,0.100,344.000,313.800,90.360,109.080,right,,
