Photo No.,Date,Time,Lat_dec,Lon_dec,Alt above the Sea level,Alt above launch point,Alt above ground,Banking angle,Tangage,Azimuth,GPS Course,Speed,GPS Speed,Camera position,Species,Number
DSC04283.JPG,17.07.2020,13:17:24,45.658825,60.950668,56.8,0.0,,1.100,5.200,175.000,174.900,0.000,0.000,right,,
DSC04284.JPG,17.07.2020,13:17:38,45.658829,60.950665,56.7,0.5,,1.300,4.200,171.000,171.100,0.000,0.000,right,,
DSC04285.JPG,17.07.2020,13:17:42,45.658829,60.950665,56.6,0.4,,2.300,1.100,172.000,171.900,0.000,0.000,right,,
DSC04286.JPG,17.07.2020,13:19:00,45.658817,60.950706,57.3,0.5,,1.900,18.500,190.000,189.900,0.000,0.000,right,,
DSC04287.JPG,17.07.2020,13:19:03,45.658817,60.950706,57.6,0.4,,1.500,17.300,190.000,189.900,0.000,0.000,right,,
DSC04288.JPG,17.07.2020,13:19:09,45.658817,60.950706,57.9,0.4,,2.100,18.100,189.000,188.800,0.000,0.360,right,,
DSC04289.JPG,17.07.2020,13:22:16,45.660160,60.951916,101.7,48.6,44.9,-7.600,8.200,34.000,34.900,91.800,72.000,right,,
DSC04290.JPG,17.07.2020,13:22:26,45.661640,60.953129,150.7,96.9,93.9,-23.800,2.300,20.000,28.100,88.560,66.960,right,,
DSC04291.JPG,17.07.2020,13:22:36,45.663311,60.952194,158.1,97.2,101.3,-20.300,2.500,301.000,296.300,95.400,92.520,right,,
DSC04292.JPG,17.07.2020,13:22:46,45.662624,60.949116,157.6,92.9,100.8,-18.600,6.200,213.000,216.400,81.000,110.880,right,,
DSC04293.JPG,17.07.2020,13:22:56,45.659893,60.949074,160.6,99.6,103.8,-21.200,4.100,125.000,146.800,87.120,112.680,right,,
DSC04294.JPG,17.07.2020,13:23:06,45.659233,60.951817,176.6,118.0,119.8,-7.800,9.300,39.000,57.400,80.640,70.200,right,,
DSC04295.JPG,17.07.2020,13:23:16,45.660305,60.953690,208.0,146.8,151.2,-3.700,4.500,56.000,62.700,85.320,72.720,right,,
DSC04296.JPG,17.07.2020,13:23:26,45.661545,60.955379,211.7,147.5,154.9,-10.300,4.200,4.000,8.500,83.880,68.760,right,,
DSC04297.JPG,17.07.2020,13:23:36,45.663181,60.954399,212.2,149.5,155.4,-9.600,5.100,316.000,300.600,87.120,85.680,right,,
DSC04298.JPG,17.07.2020,13:23:46,45.662956,60.951145,219.0,153.3,162.2,-17.700,0.600,238.000,232.300,82.440,110.160,right,,
DSC04299.JPG,17.07.2020,13:23:56,45.660294,60.949753,213.9,149.4,157.1,-18.800,1.700,146.000,167.500,86.040,115.560,right,,
DSC04300.JPG,17.07.2020,13:24:06,45.658775,60.952038,216.2,150.7,159.4,-20.800,5.900,56.000,84.700,79.560,77.400,right,,
DSC04301.JPG,17.07.2020,13:24:16,45.659904,60.953438,228.8,164.5,172.0,13.900,9.100,50.000,38.600,81.000,64.080,right,,
DSC04302.JPG,17.07.2020,13:24:26,45.661133,60.955070,252.0,189.6,195.2,-5.800,8.200,21.000,25.100,82.800,70.200,right,,
DSC04303.JPG,17.07.2020,13:24:36,45.662941,60.954884,265.9,203.6,209.1,-12.500,1.500,324.000,317.200,89.640,88.200,right,,
DSC04304.JPG,17.07.2020,13:24:46,45.663681,60.951725,266.2,203.0,209.4,0.600,8.100,298.000,277.800,79.560,96.480,right,,
DSC04305.JPG,17.07.2020,13:24:51,45.663784,60.950073,278.3,214.5,221.5,4.500,5.400,296.000,273.900,82.800,92.160,right,,
DSC04306.JPG,17.07.2020,13:24:56,45.663883,60.948502,293.4,229.2,236.6,3.500,0.300,303.000,279.400,84.960,87.120,right,,
DSC04307.JPG,17.07.2020,13:25:01,45.664085,60.946926,298.6,230.7,241.8,2.100,1.200,294.000,277.700,85.680,87.480,right,,
DSC04308.JPG,17.07.2020,13:25:06,45.664234,60.945415,300.2,231.3,243.4,0.700,1.100,303.000,281.800,85.320,83.520,right,,
DSC04309.JPG,17.07.2020,13:25:11,45.664425,60.943996,298.9,230.8,242.1,-2.500,0.700,300.000,280.900,82.800,83.520,right,,
DSC04310.JPG,17.07.2020,13:25:16,45.664604,60.942497,296.5,228.4,239.7,1.600,1.100,302.000,281.300,85.680,85.680,right,,
DSC04311.JPG,17.07.2020,13:25:21,45.664841,60.941002,291.2,222.5,234.4,1.500,1.900,298.000,282.300,85.680,86.040,right,,
DSC04312.JPG,17.07.2020,13:25:26,45.665051,60.939526,286.5,217.7,229.7,-5.300,5.100,303.000,284.900,79.560,81.360,right,,
DSC04313.JPG,17.07.2020,13:25:31,45.665295,60.938080,284.5,215.9,227.7,0.400,6.000,307.000,284.000,82.080,82.080,right,,
DSC04314.JPG,17.07.2020,13:25:36,45.665543,60.936665,284.2,216.2,227.4,1.100,8.200,306.000,285.400,80.280,81.000,right,,
DSC04315.JPG,17.07.2020,13:25:41,45.665760,60.935230,285.1,217.3,228.3,-4.800,7.100,307.000,284.900,82.800,83.880,right,,
DSC04316.JPG,17.07.2020,13:25:46,45.666019,60.933731,283.0,215.1,226.2,1.300,7.500,306.000,285.100,83.880,86.760,right,,
DSC04317.JPG,17.07.2020,13:25:51,45.666264,60.932217,287.0,221.4,230.2,1.200,3.400,299.000,281.600,87.480,87.480,right,,
DSC04318.JPG,17.07.2020,13:25:56,45.666519,60.930729,291.5,223.9,234.7,-1.800,-0.400,307.000,288.100,90.360,85.680,right,,
DSC04319.JPG,17.07.2020,13:26:01,45.666824,60.929264,292.0,223.9,235.2,0.200,-0.400,306.000,286.600,89.280,84.960,right,,
DSC04320.JPG,17.07.2020,13:26:06,45.667110,60.927814,289.3,221.6,232.5,0.000,1.300,303.000,283.600,87.120,82.440,right,,
DSC04321.JPG,17.07.2020,13:26:11,45.667313,60.926472,288.5,219.1,231.7,-0.700,1.500,304.000,283.300,79.560,73.080,right,,
DSC04322.JPG,17.07.2020,13:26:16,45.667515,60.925217,287.4,218.8,230.6,0.200,4.100,304.000,284.500,76.320,72.360,right,,
DSC04323.JPG,17.07.2020,13:26:21,45.667774,60.923908,289.3,223.1,232.5,5.300,1.700,311.000,286.600,84.600,77.040,right,,
DSC04324.JPG,17.07.2020,13:26:26,45.667995,60.922607,289.3,222.4,232.5,1.000,1.700,305.000,284.100,83.520,79.200,right,,
DSC04325.JPG,17.07.2020,13:26:31,45.668224,60.921143,289.9,220.7,233.1,-0.700,2.300,307.000,284.700,85.320,83.520,right,,
DSC04326.JPG,17.07.2020,13:26:36,45.668465,60.919682,288.8,220.7,232.0,0.900,2.200,309.000,285.200,83.880,82.440,right,,
DSC04327.JPG,17.07.2020,13:26:41,45.668720,60.918339,288.0,219.3,231.2,-3.500,2.000,303.000,287.300,78.840,77.760,right,,
DSC04328.JPG,17.07.2020,13:26:46,45.669006,60.917000,289.8,222.1,233.0,3.200,1.500,311.000,289.800,79.920,79.200,right,,
DSC04329.JPG,17.07.2020,13:26:51,45.669334,60.915581,288.2,218.8,231.4,-4.300,4.700,311.000,289.800,85.320,83.160,right,,
DSC04330.JPG,17.07.2020,13:26:56,45.669659,60.914200,283.6,215.0,226.8,-2.000,6.800,307.000,286.600,79.200,79.560,right,,
DSC04331.JPG,17.07.2020,13:27:01,45.669910,60.912823,284.0,217.6,227.2,1.000,6.600,307.000,284.800,79.920,81.360,right,,
DSC04332.JPG,17.07.2020,13:27:06,45.670200,60.911358,285.4,218.2,228.6,1.600,5.000,310.000,287.200,87.120,87.840,right,,
DSC04333.JPG,17.07.2020,13:27:11,45.670467,60.909866,284.7,218.5,227.9,6.500,5.500,308.000,281.700,86.400,91.440,right,,
DSC04334.JPG,17.07.2020,13:27:16,45.670723,60.908298,288.9,222.8,232.1,-3.100,0.800,311.000,290.300,87.120,89.640,right,,
DSC04335.JPG,17.07.2020,13:27:21,45.671104,60.906780,290.9,223.8,234.1,-2.800,1.000,309.000,289.900,90.360,92.520,right,,
DSC04336.JPG,17.07.2020,13:27:26,45.671494,60.905216,290.2,223.8,233.4,0.200,0.100,316.000,291.200,90.720,91.440,right,,
DSC04337.JPG,17.07.2020,13:27:31,45.671879,60.903748,289.9,221.0,233.1,2.200,-1.100,308.000,289.600,84.240,84.600,right,,
DSC04338.JPG,17.07.2020,13:27:36,45.672276,60.902325,291.9,227.1,235.1,-0.300,-1.400,306.000,290.500,91.440,83.520,right,,
