Photo No.,Date,Time,Lat_dec,Lon_dec,Alt above the Sea level,Alt above launch point,Alt above ground,Banking angle,Tangage,Azimuth,GPS Course,Speed,GPS Speed,Camera position,Species,Number
DSC06201.JPG,18.07.2020,01:13:11,45.658810,60.950706,58.8,0.1,,-1.200,8.700,134.000,134.500,0.000,0.000,right,,
DSC06202.JPG,18.07.2020,01:13:13,45.658810,60.950703,58.5,0.7,,-1.500,8.900,136.000,136.100,0.000,0.000,right,,
DSC06203.JPG,18.07.2020,01:13:15,45.658810,60.950706,58.4,0.5,,-1.900,8.600,136.000,136.100,0.000,0.000,right,,
DSC06204.JPG,18.07.2020,01:15:57,45.660267,60.950668,99.1,48.6,40.3,0.000,8.700,345.000,345.100,86.400,65.520,right,,
DSC06205.JPG,18.07.2020,01:16:07,45.661903,60.950054,146.9,94.5,88.1,21.000,4.700,347.000,346.400,87.840,68.400,right,,
DSC06206.JPG,18.07.2020,01:16:17,45.663528,60.951321,153.3,96.5,94.5,19.900,4.200,67.000,67.800,90.360,92.880,right,,
DSC06207.JPG,18.07.2020,01:16:27,45.662830,60.954716,159.6,104.3,100.8,-14.400,8.900,126.000,134.500,82.080,111.600,right,,
DSC06208.JPG,18.07.2020,01:16:37,45.661858,60.958038,187.4,130.1,128.6,25.700,6.900,118.000,109.200,85.320,103.320,right,,
DSC06209.JPG,18.07.2020,01:16:47,45.659527,60.959976,205.9,147.0,147.1,19.600,5.000,202.000,182.000,89.640,119.520,right,,
DSC06210.JPG,18.07.2020,01:16:57,45.657440,60.957832,208.1,148.4,149.3,19.700,4.400,285.000,253.700,86.760,96.480,right,,
DSC06211.JPG,18.07.2020,01:17:02,45.657547,60.956310,208.4,148.1,149.6,19.900,5.800,331.000,300.900,84.960,79.920,right,,
DSC06212.JPG,18.07.2020,01:17:07,45.658279,60.955666,213.6,155.9,154.8,-8.600,9.300,0.000,353.500,79.920,67.680,right,,
DSC06213.JPG,18.07.2020,01:17:12,45.659042,60.955341,226.2,169.5,167.4,-13.400,5.900,310.000,314.700,79.920,67.680,right,,
DSC06214.JPG,18.07.2020,01:17:17,45.659496,60.954201,241.0,181.6,182.2,26.200,4.400,337.000,307.400,85.320,74.520,right,,
DSC06215.JPG,18.07.2020,01:17:22,45.660336,60.953823,251.4,192.6,192.6,17.600,7.200,22.000,12.700,84.960,71.640,right,,
DSC06216.JPG,18.07.2020,01:17:27,45.661091,60.954556,259.8,200.1,201.0,4.400,3.400,35.000,42.600,87.840,79.560,right,,
DSC06217.JPG,18.07.2020,01:17:32,45.661724,60.955734,261.8,200.6,203.0,22.500,2.300,71.000,68.700,89.640,89.640,right,,
DSC06218.JPG,18.07.2020,01:17:37,45.661633,60.957432,261.0,200.0,202.2,19.600,3.000,113.000,113.400,86.400,105.840,right,,
DSC06219.JPG,18.07.2020,01:17:42,45.660828,60.958935,260.5,199.0,201.7,20.100,4.100,158.000,150.400,84.240,114.840,right,,
DSC06220.JPG,18.07.2020,01:17:47,45.659393,60.959370,262.8,202.7,204.0,20.300,8.200,205.000,186.200,80.640,113.040,right,,
DSC06221.JPG,18.07.2020,01:17:52,45.658199,60.958569,271.8,213.5,213.0,20.000,8.500,253.000,225.300,80.280,100.440,right,,
DSC06222.JPG,18.07.2020,01:17:57,45.657711,60.957092,279.9,218.7,221.1,19.900,5.200,298.000,268.100,85.320,88.200,right,,
DSC06223.JPG,18.07.2020,01:18:02,45.658070,60.955784,281.7,220.0,222.9,18.800,4.200,342.000,317.100,87.120,75.960,right,,
DSC06224.JPG,18.07.2020,01:18:07,45.658920,60.955288,283.5,222.0,224.7,-6.500,2.400,346.000,345.200,84.600,70.200,right,,
DSC06225.JPG,18.07.2020,01:18:12,45.659760,60.954887,286.9,224.4,228.1,-0.400,0.000,346.000,340.900,84.600,69.120,right,,
DSC06226.JPG,18.07.2020,01:18:17,45.660526,60.954533,287.6,225.0,228.8,-6.800,-0.700,341.000,339.800,85.320,70.200,right,,
DSC06227.JPG,18.07.2020,01:18:22,45.661308,60.953918,287.3,223.7,228.5,-16.400,-0.800,307.000,312.700,85.320,73.080,right,,
DSC06228.JPG,18.07.2020,01:18:27,45.661674,60.952606,286.5,223.5,227.7,4.400,0.300,298.000,285.000,84.240,79.920,right,,
DSC06229.JPG,18.07.2020,01:18:32,45.661968,60.951298,285.6,222.0,226.8,18.200,0.300,314.000,294.200,84.960,77.760,right,,
DSC06230.JPG,18.07.2020,01:18:37,45.662624,60.950321,282.3,219.7,223.5,6.400,3.500,352.000,339.800,84.960,70.920,right,,
DSC06231.JPG,18.07.2020,01:18:42,45.663467,60.950111,282.8,220.1,224.0,15.300,2.500,5.000,358.300,83.160,68.040,right,,
DSC06232.JPG,18.07.2020,01:18:47,45.664253,60.950485,281.1,218.6,222.3,8.900,4.600,43.000,40.100,83.880,75.600,right,,
