Photo No.,Date,Time,Lat_dec,Lon_dec,Alt above the Sea level,Alt above launch point,Alt above ground,Banking angle,Tangage,Azimuth,GPS Course,Speed,GPS Speed,Camera position,Species,Number,
DSC07661.JPG,18.07.2020,04:43:13,45.658833,60.950710,61.0,0.2,,5.500,23.800,102.000,102.300,0.000,0.000,right,,,
DSC07662.JPG,18.07.2020,04:43:19,45.658829,60.950706,61.0,0.2,,6.900,2.700,110.000,110.300,0.000,0.000,right,,,
DSC07663.JPG,18.07.2020,04:43:25,45.658829,60.950706,61.4,0.0,,8.100,0.300,113.000,113.300,0.000,0.000,right,,,
DSC07664.JPG,18.07.2020,04:57:29,45.544991,60.900558,297.2,226.9,236.2,-2.200,6.400,212.000,196.400,80.640,97.560,right,,,
DSC07665.JPG,18.07.2020,04:57:34,45.543755,60.900143,298.5,230.1,237.5,3.800,4.200,213.000,195.200,82.080,104.040,right,,,
DSC07666.JPG,18.07.2020,04:57:39,45.542465,60.899681,298.1,228.4,237.1,3.800,5.800,213.000,193.900,86.760,111.600,right,,,
DSC07667.JPG,18.07.2020,04:57:44,45.541153,60.899166,297.0,228.4,236.0,1.400,6.100,217.000,198.200,83.160,109.800,right,,,
DSC07668.JPG,18.07.2020,04:57:49,45.539833,60.898491,297.2,230.9,236.2,7.200,2.100,222.000,202.600,87.480,110.520,right,,,
DSC07669.JPG,18.07.2020,04:57:54,45.538589,60.897758,298.0,228.3,237.0,-1.500,4.400,214.000,201.200,85.320,106.920,right,,,
DSC07670.JPG,18.07.2020,04:57:59,45.537331,60.897190,297.7,229.9,236.7,-1.000,3.700,221.000,199.000,81.720,104.760,right,,,
DSC07671.JPG,18.07.2020,04:58:04,45.536045,60.896576,302.6,233.8,241.6,-2.800,-0.400,213.000,197.200,86.400,109.440,right,,,
DSC07672.JPG,18.07.2020,04:58:09,45.534748,60.896053,302.3,233.3,241.3,-0.100,0.100,214.000,198.900,88.920,108.360,right,,,
DSC07673.JPG,18.07.2020,04:58:14,45.533497,60.895515,299.7,230.7,238.7,0.000,2.600,215.000,197.800,82.800,103.320,right,,,
DSC07674.JPG,18.07.2020,04:58:19,45.532288,60.894974,298.5,230.4,237.5,0.700,2.100,218.000,198.900,81.000,100.800,right,,,
DSC07675.JPG,18.07.2020,04:58:24,45.531067,60.894409,300.1,231.2,239.1,-2.400,2.300,217.000,199.500,82.440,102.600,right,,,
DSC07676.JPG,18.07.2020,04:58:29,45.529839,60.893818,298.3,229.0,237.3,-1.100,4.400,216.000,198.900,83.520,104.400,right,,,
DSC07677.JPG,18.07.2020,04:58:34,45.528591,60.893250,296.7,227.3,235.7,-1.100,4.300,214.000,198.300,81.720,106.560,right,,,
DSC07678.JPG,18.07.2020,04:58:39,45.527317,60.892765,300.1,232.3,239.1,1.700,2.000,211.000,194.900,86.760,105.120,right,,,
DSC07679.JPG,18.07.2020,04:58:44,45.526035,60.892242,301.1,231.9,240.1,0.700,1.600,214.000,199.200,89.640,107.640,right,,,
DSC07680.JPG,18.07.2020,04:58:49,45.524780,60.891644,301.5,232.6,240.5,-1.800,0.900,212.000,199.300,87.840,104.760,right,,,
DSC07681.JPG,18.07.2020,04:58:54,45.523544,60.891041,301.3,229.6,240.3,0.300,1.800,218.000,200.200,81.000,103.320,right,,,
DSC07682.JPG,18.07.2020,04:58:59,45.522289,60.890423,298.5,229.6,237.5,-0.700,-0.800,208.000,197.500,87.840,108.000,right,,,
DSC07683.JPG,18.07.2020,04:59:04,45.520931,60.889824,295.1,227.0,234.1,1.400,-1.600,210.000,199.200,91.800,111.600,right,,,
DSC07684.JPG,18.07.2020,04:59:09,45.519650,60.889248,287.5,216.3,226.5,-6.000,5.800,207.000,198.700,84.240,109.440,right,,,
DSC07685.JPG,18.07.2020,04:59:14,45.518410,60.888779,287.6,217.8,226.6,-0.800,2.700,209.000,192.500,77.400,100.440,right,,,
DSC07686.JPG,18.07.2020,04:59:19,45.517151,60.888393,288.6,220.3,227.6,9.000,1.800,223.000,196.700,77.760,99.720,right,,,
DSC07687.JPG,18.07.2020,04:59:24,45.515976,60.887733,289.4,221.8,228.4,-5.500,3.800,218.000,203.500,83.880,103.320,right,,,
DSC07688.JPG,18.07.2020,04:59:29,45.514744,60.887028,288.4,217.6,227.4,-4.800,4.800,219.000,204.700,84.960,107.640,right,,,
DSC07689.JPG,18.07.2020,04:59:34,45.513477,60.886314,286.8,217.9,225.8,3.200,5.400,213.000,198.800,85.320,109.440,right,,,
DSC07690.JPG,18.07.2020,04:59:39,45.512188,60.885815,288.3,218.7,227.3,-2.700,3.400,212.000,195.100,81.360,106.560,right,,,
DSC07691.JPG,18.07.2020,04:59:44,45.510902,60.885326,287.1,219.0,226.1,-0.300,4.800,211.000,195.400,86.760,108.360,right,,,
DSC07692.JPG,18.07.2020,04:59:49,45.509609,60.884876,289.8,220.9,228.8,5.100,2.600,216.000,194.100,82.800,102.600,right,,,
DSC07693.JPG,18.07.2020,04:59:54,45.508377,60.884323,287.3,216.9,226.3,-1.500,8.100,215.000,199.700,83.520,105.120,right,,,
DSC07694.JPG,18.07.2020,04:59:59,45.507141,60.883698,284.3,215.0,223.3,1.300,8.000,211.000,199.800,82.080,102.600,right,,,
DSC07695.JPG,18.07.2020,05:00:04,45.505917,60.883080,291.6,225.0,230.6,-3.100,1.200,218.000,201.600,87.120,110.880,right,,,
DSC07696.JPG,18.07.2020,05:00:09,45.504559,60.882328,291.5,222.4,230.5,-6.900,1.900,213.000,201.600,93.600,122.040,right,,,
DSC07697.JPG,18.07.2020,05:00:14,45.503094,60.881760,288.3,219.2,227.3,-0.400,4.300,210.000,194.200,88.560,119.880,right,,,
DSC07698.JPG,18.07.2020,05:00:19,45.501724,60.881374,284.8,215.0,223.8,6.600,5.800,210.000,191.500,75.240,104.760,right,,,
DSC07699.JPG,18.07.2020,05:00:24,45.500511,60.880981,285.7,218.1,224.7,4.500,6.700,227.000,202.600,82.080,95.400,right,,,
DSC07700.JPG,18.07.2020,05:00:29,45.499462,60.880322,288.9,219.5,227.9,-1.900,4.300,223.000,204.200,82.800,91.800,right,,,
DSC07701.JPG,18.07.2020,05:00:34,45.498390,60.879646,288.4,219.8,227.4,0.300,3.100,218.000,202.300,79.920,96.480,right,,,
DSC07702.JPG,18.07.2020,05:00:39,45.497211,60.879017,291.8,222.6,230.8,-5.000,0.400,215.000,201.800,90.360,103.320,right,,,
DSC07703.JPG,18.07.2020,05:00:44,45.495934,60.878445,286.1,217.9,225.1,-0.100,4.800,208.000,193.600,84.600,107.640,right,,,
DSC07704.JPG,18.07.2020,05:00:49,45.494667,60.878044,289.2,220.4,228.2,3.100,1.700,208.000,193.400,82.440,101.880,right,,,
DSC07705.JPG,18.07.2020,05:00:54,45.493435,60.877598,289.5,221.6,228.5,-2.300,0.700,211.000,195.800,84.960,102.240,right,,,
DSC07706.JPG,18.07.2020,05:00:59,45.492214,60.877102,290.7,222.3,229.7,1.300,0.400,213.000,196.300,86.760,100.800,right,,,
DSC07707.JPG,18.07.2020,05:01:04,45.490993,60.876564,290.9,221.6,229.9,-0.600,1.200,219.000,199.400,85.680,100.440,right,,,
DSC07708.JPG,18.07.2020,05:01:09,45.489857,60.875961,289.8,220.1,228.8,-5.400,1.500,222.000,202.400,81.360,97.560,right,,,
DSC07709.JPG,18.07.2020,05:01:14,45.488705,60.875324,289.1,220.1,228.1,-1.300,2.500,218.000,200.700,81.000,99.000,right,,,
DSC07710.JPG,18.07.2020,05:01:19,45.487522,60.874695,288.0,218.7,227.0,-4.500,3.800,221.000,202.600,85.320,102.600,right,,,
DSC07711.JPG,18.07.2020,05:01:24,45.486298,60.874161,289.6,219.9,228.6,2.000,1.200,211.000,192.600,82.080,106.200,right,,,
DSC07712.JPG,18.07.2020,05:01:29,45.484993,60.873772,288.9,219.0,227.9,3.600,4.000,215.000,194.700,81.000,106.920,right,,,
DSC07713.JPG,18.07.2020,05:01:34,45.483624,60.873318,287.7,218.1,226.7,4.400,5.300,215.000,197.000,83.160,108.720,right,,,
DSC07714.JPG,18.07.2020,05:01:39,45.482426,60.872692,290.2,220.6,229.2,1.900,2.200,224.000,203.400,83.880,102.600,right,,,
DSC07715.JPG,18.07.2020,05:01:44,45.481220,60.871979,288.9,219.3,227.9,-1.900,3.700,223.000,203.300,84.240,105.480,right,,,
DSC07716.JPG,18.07.2020,05:01:49,45.479958,60.871284,288.6,219.8,227.6,-4.600,3.100,218.000,200.900,84.600,110.160,right,,,
DSC07717.JPG,18.07.2020,05:01:54,45.478607,60.870674,288.4,221.6,227.4,0.000,4.400,210.000,196.200,86.040,115.200,right,,,
DSC07718.JPG,18.07.2020,05:01:59,45.477219,60.870113,289.1,220.6,228.1,-5.600,2.600,211.000,195.200,87.480,115.200,right,,,
DSC07719.JPG,18.07.2020,05:02:04,45.475834,60.869656,289.7,218.7,228.7,-1.500,4.000,210.000,194.300,86.760,110.880,right,,,
DSC07720.JPG,18.07.2020,05:02:09,45.474560,60.869183,289.5,221.5,228.5,-3.100,0.200,216.000,194.500,78.840,100.080,right,,,
DSC07721.JPG,18.07.2020,05:02:14,45.473339,60.868660,292.8,223.8,231.8,1.000,-0.600,222.000,201.100,88.200,101.520,right,,,
DSC07722.JPG,18.07.2020,05:02:19,45.472145,60.867996,297.9,229.5,236.9,-2.200,-1.700,213.000,203.100,91.080,103.320,right,,,
DSC07723.JPG,18.07.2020,05:02:24,45.470951,60.867306,302.2,232.1,241.2,-1.100,-3.200,220.000,204.500,85.680,101.160,right,,,
DSC07724.JPG,18.07.2020,05:02:29,45.469711,60.866604,296.9,226.6,235.9,-6.400,-0.800,211.000,198.600,91.800,112.320,right,,,
DSC07725.JPG,18.07.2020,05:02:34,45.468330,60.866096,288.4,217.6,227.4,0.000,2.800,211.000,193.300,83.160,111.240,right,,,
DSC07726.JPG,18.07.2020,05:02:39,45.467037,60.865753,284.7,214.1,223.7,8.300,5.500,217.000,191.700,72.000,101.880,right,,,
DSC07727.JPG,18.07.2020,05:02:44,45.465874,60.865211,287.0,217.5,226.0,-3.700,7.100,222.000,201.200,77.040,97.200,right,,,
DSC07728.JPG,18.07.2020,05:02:49,45.464687,60.864628,289.3,219.3,228.3,-0.700,5.600,218.000,200.400,81.720,102.600,right,,,
DSC07729.JPG,18.07.2020,05:02:54,45.463490,60.863979,287.6,217.8,226.6,-2.600,6.400,219.000,202.000,81.360,103.320,right,,,
DSC07730.JPG,18.07.2020,05:02:59,45.462215,60.863369,289.0,221.8,228.0,-0.800,3.700,213.000,197.800,86.400,107.280,right,,,
DSC07731.JPG,18.07.2020,05:03:04,45.460922,60.862835,287.4,217.2,226.4,-3.800,5.900,215.000,197.500,86.400,110.160,right,,,
DSC07732.JPG,18.07.2020,05:03:09,45.459637,60.862331,286.7,218.4,225.7,-6.800,5.300,212.000,193.800,79.920,105.480,right,,,
DSC07733.JPG,18.07.2020,05:03:14,45.458309,60.862080,288.6,219.6,227.6,-9.700,4.100,182.000,177.800,84.240,117.360,right,,,
DSC07734.JPG,18.07.2020,05:03:19,45.456757,60.862423,288.0,219.3,227.0,4.000,4.800,182.000,170.400,84.960,123.480,right,,,
DSC07735.JPG,18.07.2020,05:03:24,45.455254,60.862736,292.1,225.0,231.1,12.300,0.600,186.000,173.700,87.480,118.800,right,,,
DSC07736.JPG,18.07.2020,05:03:29,45.453743,60.862774,291.0,224.9,230.0,4.100,-0.200,191.000,181.300,92.880,122.040,right,,,
DSC07737.JPG,18.07.2020,05:03:34,45.452278,60.862740,296.6,228.4,235.6,4.800,-2.200,198.000,186.900,88.200,114.840,right,,,
DSC07738.JPG,18.07.2020,05:03:39,45.450840,60.862568,291.0,221.6,230.0,-5.000,1.400,186.000,182.000,87.120,116.640,right,,,
DSC07739.JPG,18.07.2020,05:03:44,45.449409,60.862656,287.8,219.9,226.8,0.900,2.100,183.000,174.100,79.920,112.680,right,,,
DSC07740.JPG,18.07.2020,05:03:49,45.448063,60.862877,285.8,217.2,224.8,1.400,5.400,184.000,172.800,76.320,109.800,right,,,
DSC07741.JPG,18.07.2020,05:03:54,45.446693,60.863155,288.7,219.8,227.7,7.900,5.000,189.000,175.600,81.360,110.520,right,,,
DSC07742.JPG,18.07.2020,05:03:59,45.445313,60.863094,286.4,219.0,225.4,-3.600,6.200,202.000,187.000,84.240,109.440,right,,,
DSC07743.JPG,18.07.2020,05:04:04,45.443916,60.862900,289.2,221.8,228.2,-0.200,3.700,203.000,186.800,82.800,110.520,right,,,
DSC07744.JPG,18.07.2020,05:04:09,45.442513,60.862785,286.4,217.5,225.4,-10.800,5.700,188.000,179.000,87.120,120.600,right,,,
DSC07745.JPG,18.07.2020,05:04:14,45.441025,60.862965,284.8,217.2,223.8,0.900,6.400,186.000,173.200,80.280,117.000,right,,,
DSC07746.JPG,18.07.2020,05:04:19,45.439560,60.863209,286.0,218.3,225.0,1.800,5.500,185.000,173.900,83.520,120.600,right,,,
DSC07747.JPG,18.07.2020,05:04:24,45.438030,60.863384,288.9,221.3,227.9,2.900,2.400,197.000,179.000,88.560,124.560,right,,,
DSC07748.JPG,18.07.2020,05:04:29,45.436478,60.863392,288.7,223.0,227.7,6.600,1.200,193.000,181.200,89.280,120.240,right,,,
DSC07749.JPG,18.07.2020,05:04:34,45.434967,60.863277,295.5,227.6,234.5,-4.000,-2.300,198.000,186.000,88.920,115.560,right,,,
DSC07750.JPG,18.07.2020,05:04:39,45.433502,60.863201,293.8,226.1,232.8,-4.500,-1.900,191.000,181.800,88.200,118.800,right,,,
DSC07751.JPG,18.07.2020,05:04:43,45.432312,60.863163,291.3,225.6,230.3,-3.600,-2.000,189.000,179.800,88.920,119.880,right,,,
DSC07752.JPG,18.07.2020,05:04:47,45.431110,60.863235,291.4,223.2,230.4,-3.800,0.100,184.000,175.400,90.000,120.600,right,,,
DSC07753.JPG,18.07.2020,05:04:51,45.429916,60.863441,293.4,228.6,232.4,-0.700,-1.500,181.000,171.100,91.800,118.800,right,,,
DSC07754.JPG,18.07.2020,05:04:55,45.428761,60.863663,299.6,234.3,238.6,5.100,-3.000,186.000,175.200,90.000,115.560,right,,,
DSC07755.JPG,18.07.2020,05:04:59,45.427616,60.863770,302.4,232.6,241.4,5.500,-3.200,190.000,176.500,84.960,115.920,right,,,
DSC07756.JPG,18.07.2020,05:05:03,45.426418,60.863876,292.9,224.4,231.9,6.200,0.000,195.000,181.200,92.160,120.600,right,,,
DSC07757.JPG,18.07.2020,05:05:07,45.425228,60.863857,289.6,221.3,228.6,2.600,0.800,198.000,185.400,85.680,115.920,right,,,
DSC07758.JPG,18.07.2020,05:05:11,45.424088,60.863777,288.0,220.4,227.0,0.400,2.700,195.000,183.400,86.760,112.320,right,,,
DSC07759.JPG,18.07.2020,05:05:15,45.423016,60.863750,285.8,216.9,224.8,1.200,2.800,196.000,181.300,75.960,102.600,right,,,
DSC07760.JPG,18.07.2020,05:05:19,45.422039,60.863735,283.3,215.3,222.3,1.700,5.600,198.000,181.300,69.840,94.680,right,,,
DSC07761.JPG,18.07.2020,05:05:23,45.421082,60.863682,284.3,217.8,223.3,-5.900,6.400,196.000,184.000,74.880,97.200,right,,,
DSC07762.JPG,18.07.2020,05:05:27,45.420074,60.863636,286.5,219.2,225.5,-1.900,6.300,191.000,179.600,80.640,106.200,right,,,
DSC07763.JPG,18.07.2020,05:05:31,45.418968,60.863712,286.8,219.8,225.8,-2.500,4.700,189.000,177.600,83.880,113.040,right,,,
DSC07764.JPG,18.07.2020,05:05:35,45.417809,60.863834,284.7,218.1,223.7,-1.200,6.600,186.000,174.900,84.600,117.720,right,,,
DSC07765.JPG,18.07.2020,05:05:39,45.416634,60.864010,284.3,218.3,223.3,0.700,5.300,182.000,174.300,85.320,118.440,right,,,
DSC07766.JPG,18.07.2020,05:05:43,45.415470,60.864185,284.7,217.6,223.7,7.300,6.200,191.000,176.500,82.080,116.280,right,,,
DSC07767.JPG,18.07.2020,05:05:47,45.414345,60.864235,283.0,216.6,222.0,-1.200,8.100,193.000,181.900,83.520,116.640,right,,,
DSC07768.JPG,18.07.2020,05:05:51,45.413158,60.864178,284.8,219.5,223.8,-1.300,4.500,196.000,183.300,86.400,111.960,right,,,
DSC07769.JPG,18.07.2020,05:05:55,45.412048,60.864128,283.0,217.0,222.0,3.800,7.100,193.000,182.200,82.440,109.800,right,,,
DSC07770.JPG,18.07.2020,05:05:59,45.410976,60.864086,289.0,224.1,228.0,-6.700,0.100,187.000,180.500,82.800,109.080,right,,,
DSC07771.JPG,18.07.2020,05:06:03,45.409763,60.864113,290.7,224.1,229.7,-3.500,-0.500,185.000,178.100,93.960,121.320,right,,,
DSC07772.JPG,18.07.2020,05:06:07,45.408558,60.864185,289.9,221.8,228.9,-3.600,2.200,182.000,177.800,86.040,120.240,right,,,
DSC07773.JPG,18.07.2020,05:06:11,45.407387,60.864277,286.6,219.0,225.6,-2.800,3.000,183.000,176.900,84.240,119.520,right,,,
DSC07774.JPG,18.07.2020,05:06:15,45.406219,60.864391,285.2,218.1,224.2,-1.300,4.300,185.000,174.500,83.880,114.480,right,,,
DSC07775.JPG,18.07.2020,05:06:19,45.405113,60.864586,288.3,220.3,227.3,4.900,2.600,183.000,171.700,78.480,109.440,right,,,
DSC07776.JPG,18.07.2020,05:06:23,45.404007,60.864738,285.4,216.6,224.4,6.000,6.100,195.000,178.400,80.280,113.760,right,,,
DSC07777.JPG,18.07.2020,05:06:27,45.402882,60.864635,285.8,220.1,224.8,-1.500,5.000,199.000,186.100,83.880,112.680,right,,,
DSC07778.JPG,18.07.2020,05:06:31,45.401745,60.864513,286.4,221.5,225.4,-2.000,3.900,193.000,183.500,86.040,114.480,right,,,
DSC07779.JPG,18.07.2020,05:06:35,45.400593,60.864433,289.7,223.0,228.7,-5.500,2.400,196.000,182.500,88.560,117.360,right,,,
DSC07780.JPG,18.07.2020,05:06:39,45.399399,60.864468,287.3,221.3,226.3,2.000,2.100,185.000,177.200,86.400,116.640,right,,,
DSC07781.JPG,18.07.2020,05:06:43,45.398270,60.864605,287.3,220.6,226.3,-5.000,1.900,184.000,175.800,81.360,111.600,right,,,
DSC07782.JPG,18.07.2020,05:06:47,45.397148,60.864712,285.9,217.9,224.9,0.300,4.100,187.000,177.200,82.440,111.960,right,,,
DSC07783.JPG,18.07.2020,05:06:51,45.396049,60.864761,286.4,219.9,225.4,2.100,3.500,191.000,180.700,80.640,109.800,right,,,
DSC07784.JPG,18.07.2020,05:06:55,45.394932,60.864777,290.8,227.2,229.8,3.800,-0.400,192.000,181.100,86.040,111.240,right,,,
DSC07785.JPG,18.07.2020,05:06:59,45.393806,60.864769,297.2,229.8,236.2,-4.600,-1.800,191.000,180.500,90.360,115.200,right,,,
DSC07786.JPG,18.07.2020,05:07:03,45.392635,60.864841,293.2,223.9,232.2,-0.300,-0.500,189.000,177.700,91.440,117.360,right,,,
DSC07787.JPG,18.07.2020,05:07:07,45.391468,60.864983,286.4,218.1,225.4,1.700,4.100,188.000,176.000,86.040,114.840,right,,,
DSC07788.JPG,18.07.2020,05:07:11,45.390381,60.865120,282.6,214.4,221.6,4.100,4.700,193.000,177.200,76.680,101.520,right,,,
DSC07789.JPG,18.07.2020,05:07:15,45.389416,60.865185,285.4,217.3,224.4,-2.500,3.500,191.000,178.700,71.640,94.680,right,,,
DSC07790.JPG,18.07.2020,05:07:19,45.388405,60.865177,287.9,221.3,226.9,3.200,2.300,196.000,181.600,83.160,104.040,right,,,
DSC07791.JPG,18.07.2020,05:07:23,45.387348,60.865105,288.0,219.9,227.0,0.600,5.200,191.000,182.700,83.880,108.000,right,,,
DSC07792.JPG,18.07.2020,05:07:27,45.386261,60.865105,286.0,216.7,225.0,0.300,6.200,196.000,183.900,81.000,106.560,right,,,
DSC07793.JPG,18.07.2020,05:07:31,45.385197,60.865017,284.0,217.2,223.0,-6.500,5.600,188.000,182.000,79.200,106.560,right,,,
DSC07794.JPG,18.07.2020,05:07:35,45.384052,60.865040,285.7,217.9,224.7,-0.900,5.400,189.000,179.400,83.880,114.840,right,,,
DSC07795.JPG,18.07.2020,05:07:39,45.382912,60.865147,287.3,222.1,226.3,0.600,2.900,187.000,176.500,85.680,119.880,right,,,
DSC07796.JPG,18.07.2020,05:07:43,45.381737,60.865311,285.1,218.6,224.1,-0.100,5.400,183.000,174.400,87.840,122.760,right,,,
DSC07797.JPG,18.07.2020,05:07:47,45.380543,60.865505,284.7,217.6,223.7,5.400,5.200,187.000,173.200,84.960,118.440,right,,,
DSC07798.JPG,18.07.2020,05:07:51,45.379398,60.865608,286.2,220.1,225.2,2.100,3.400,193.000,180.100,82.800,110.880,right,,,
DSC07799.JPG,18.07.2020,05:07:55,45.378265,60.865574,285.5,218.7,224.5,2.100,5.000,195.000,182.700,82.800,110.520,right,,,
DSC07800.JPG,18.07.2020,05:07:59,45.377167,60.865513,285.9,219.6,224.9,-2.800,4.600,194.000,184.100,82.440,108.720,right,,,
DSC07801.JPG,18.07.2020,05:08:03,45.376034,60.865425,285.8,218.7,224.8,2.000,4.300,191.000,184.200,81.000,111.600,right,,,
DSC07802.JPG,18.07.2020,05:08:07,45.374886,60.865353,287.8,221.9,226.8,-7.100,2.100,187.000,181.700,87.480,117.000,right,,,
DSC07803.JPG,18.07.2020,05:08:11,45.373726,60.865387,287.3,221.0,226.3,-7.100,3.100,182.000,176.200,86.400,122.760,right,,,
DSC07804.JPG,18.07.2020,05:08:15,45.372498,60.865566,285.3,219.5,224.3,0.900,3.500,180.000,171.300,84.240,121.680,right,,,
DSC07805.JPG,18.07.2020,05:08:19,45.371319,60.865772,287.3,220.7,226.3,-0.500,2.700,185.000,173.600,86.040,115.200,right,,,
DSC07806.JPG,18.07.2020,05:08:23,45.370193,60.865925,286.5,221.3,225.5,7.600,2.300,187.000,177.400,80.280,111.600,right,,,
DSC07807.JPG,18.07.2020,05:08:27,45.369080,60.865952,287.8,221.6,226.8,1.600,2.000,197.000,183.000,82.800,113.040,right,,,
DSC07808.JPG,18.07.2020,05:08:31,45.367985,60.865791,284.1,217.2,223.1,-2.800,4.700,195.000,185.200,82.800,111.960,right,,,
DSC07809.JPG,18.07.2020,05:08:35,45.366833,60.865711,287.5,221.9,226.5,-7.000,0.500,192.000,183.300,84.960,111.240,right,,,
DSC07810.JPG,18.07.2020,05:08:39,45.365707,60.865757,292.2,226.4,231.2,5.500,-2.900,184.000,175.700,86.400,113.040,right,,,
DSC07811.JPG,18.07.2020,05:08:43,45.364601,60.865894,292.7,227.9,231.7,-2.400,-1.600,187.000,176.300,91.080,117.360,right,,,
DSC07812.JPG,18.07.2020,05:08:47,45.363438,60.866043,288.4,219.9,227.4,-1.600,2.800,186.000,174.600,86.760,117.000,right,,,
DSC07813.JPG,18.07.2020,05:08:51,45.362297,60.866234,286.3,217.9,225.3,6.200,3.600,192.000,174.800,79.200,110.520,right,,,
DSC07814.JPG,18.07.2020,05:08:55,45.361195,60.866295,285.4,217.5,224.4,0.500,4.900,199.000,182.000,77.040,103.320,right,,,
DSC07815.JPG,18.07.2020,05:08:59,45.360153,60.866207,286.5,220.1,225.5,-2.900,4.200,195.000,183.300,81.000,106.200,right,,,
DSC07816.JPG,18.07.2020,05:09:03,45.359016,60.866142,287.2,221.2,226.2,-3.300,2.900,195.000,181.200,84.240,111.960,right,,,
DSC07817.JPG,18.07.2020,05:09:07,45.357918,60.866104,285.9,219.3,224.9,-1.400,4.600,195.000,180.800,83.880,114.840,right,,,
DSC07818.JPG,18.07.2020,05:09:11,45.356766,60.866093,287.9,222.6,226.9,-2.700,2.300,194.000,180.900,84.600,115.560,right,,,
DSC07819.JPG,18.07.2020,05:09:15,45.355591,60.866161,288.3,220.7,227.3,0.800,3.200,189.000,178.000,86.040,117.360,right,,,
DSC07820.JPG,18.07.2020,05:09:19,45.354427,60.866257,287.8,220.9,226.8,-2.800,2.100,190.000,176.800,82.440,113.760,right,,,
DSC07821.JPG,18.07.2020,05:09:23,45.353298,60.866337,287.3,221.2,226.3,-5.700,2.800,191.000,177.900,84.240,113.040,right,,,
DSC07822.JPG,18.07.2020,05:09:27,45.352161,60.866421,287.1,220.3,226.1,1.200,3.600,189.000,176.500,85.320,114.840,right,,,
DSC07823.JPG,18.07.2020,05:09:31,45.351036,60.866520,285.8,219.8,224.8,-2.000,4.400,185.000,176.900,82.440,113.400,right,,,
DSC07824.JPG,18.07.2020,05:09:35,45.349888,60.866592,292.3,226.4,231.3,-4.300,-1.200,187.000,176.600,87.480,114.840,right,,,
DSC07825.JPG,18.07.2020,05:09:39,45.348728,60.866623,291.1,224.1,230.1,1.700,-0.700,191.000,180.500,89.640,116.280,right,,,
DSC07826.JPG,18.07.2020,05:09:43,45.347618,60.866573,292.7,224.9,231.7,-3.200,-0.700,191.000,182.200,88.920,112.680,right,,,
DSC07827.JPG,18.07.2020,05:09:47,45.346455,60.866535,290.2,223.8,229.2,2.300,-0.600,191.000,180.000,93.240,112.320,right,,,
DSC07828.JPG,18.07.2020,05:09:51,45.345402,60.866604,291.3,221.5,230.3,-0.600,-0.200,187.000,177.900,81.000,107.640,right,,,
DSC07829.JPG,18.07.2020,05:09:55,45.344292,60.866745,288.7,219.8,227.7,1.600,1.800,181.000,174.200,81.360,106.920,right,,,
DSC07830.JPG,18.07.2020,05:09:59,45.343262,60.866856,286.1,216.7,225.1,6.700,1.900,207.000,180.000,75.240,100.080,right,,,
DSC07831.JPG,18.07.2020,05:10:03,45.342262,60.866837,288.0,219.9,227.0,4.200,5.200,188.000,181.700,74.880,99.720,right,,,
DSC07832.JPG,18.07.2020,05:10:07,45.341228,60.866856,286.9,216.4,225.9,-6.200,6.600,188.000,180.100,77.760,106.920,right,,,
DSC07833.JPG,18.07.2020,05:10:11,45.340176,60.866833,284.7,217.8,223.7,-1.100,5.600,191.000,180.400,82.080,109.080,right,,,
DSC07834.JPG,18.07.2020,05:10:15,45.339085,60.866863,286.6,220.1,225.6,-0.300,4.300,189.000,177.600,84.600,110.880,right,,,
DSC07835.JPG,18.07.2020,05:10:19,45.337975,60.866966,288.2,220.4,227.2,-4.000,1.700,181.000,175.600,85.320,111.240,right,,,
DSC07836.JPG,18.07.2020,05:10:23,45.336811,60.867119,289.8,221.9,228.8,4.700,2.700,189.000,175.100,86.400,113.760,right,,,
DSC07837.JPG,18.07.2020,05:10:27,45.335720,60.867153,287.1,221.3,226.1,1.800,3.200,190.000,180.200,90.360,111.960,right,,,
DSC07838.JPG,18.07.2020,05:10:31,45.334641,60.867142,291.2,224.9,230.2,-3.000,-1.800,194.000,181.200,87.840,104.040,right,,,
DSC07839.JPG,18.07.2020,05:10:35,45.333561,60.867142,291.5,226.1,230.5,1.500,-1.200,194.000,180.400,90.000,104.400,right,,,
DSC07840.JPG,18.07.2020,05:10:39,45.332577,60.867123,290.9,223.0,229.9,-5.000,0.100,194.000,181.500,84.600,100.800,right,,,
DSC07841.JPG,18.07.2020,05:10:43,45.331570,60.867119,289.4,222.1,228.4,0.000,-0.500,194.000,180.300,82.800,100.800,right,,,
DSC07842.JPG,18.07.2020,05:10:47,45.330551,60.867088,289.3,219.6,228.3,-6.200,0.300,190.000,182.300,80.280,102.240,right,,,
DSC07843.JPG,18.07.2020,05:10:51,45.329468,60.867092,290.0,222.9,229.0,-3.500,-0.500,184.000,176.000,82.800,104.760,right,,,
DSC07844.JPG,18.07.2020,05:10:55,45.328396,60.867199,287.3,222.1,226.3,-0.800,0.900,187.000,176.500,86.040,109.080,right,,,
DSC07845.JPG,18.07.2020,05:10:59,45.327316,60.867329,289.6,223.3,228.6,5.900,-0.200,188.000,175.900,83.880,106.560,right,,,
DSC07846.JPG,18.07.2020,05:11:03,45.326241,60.867428,288.0,220.1,227.0,2.900,2.700,184.000,177.100,84.600,110.520,right,,,
