Photo No.,Date,Time,Lat_dec,Lon_dec,Alt above the Sea level,Alt above launch point,Alt above ground,Banking angle,Tangage,Azimuth,GPS Course,Speed,GPS Speed,Camera position,Species,Number
DSC02769.JPG,17.07.2020,05:16:24,45.759457,61.212078,55.4,0.7,,-1.000,-0.600,100.000,100.600,0.000,0.000,right,,
DSC02770.JPG,17.07.2020,05:16:27,45.759457,61.212078,55.5,0.4,,-1.300,-0.100,100.000,99.800,0.000,0.000,right,,
DSC02771.JPG,17.07.2020,05:16:29,45.759457,61.212078,55.5,0.2,,-1.500,-0.700,100.000,100.400,0.000,0.000,right,,
DSC02772.JPG,17.07.2020,05:20:08,45.761337,61.213833,89.9,37.0,,-9.000,10.400,24.000,28.500,86.760,82.800,right,,
DSC02773.JPG,17.07.2020,05:20:17,45.763027,61.215321,141.4,86.8,86.0,11.200,8.200,70.000,62.300,88.560,81.720,right,,
DSC02774.JPG,17.07.2020,05:20:27,45.762772,61.218460,152.9,93.0,97.5,19.500,6.000,138.000,130.700,90.720,105.480,right,,
DSC02775.JPG,17.07.2020,05:20:37,45.760315,61.219364,157.5,95.1,102.1,19.600,3.700,213.000,201.200,85.320,106.200,right,,
DSC02776.JPG,17.07.2020,05:20:48,45.759087,61.216576,154.6,93.7,99.2,0.600,8.300,305.000,281.800,82.440,91.440,right,,
DSC02777.JPG,17.07.2020,05:20:58,45.759361,61.213261,163.9,105.1,108.5,20.000,6.000,303.000,280.300,88.560,100.440,right,,
DSC02778.JPG,17.07.2020,05:21:08,45.760799,61.210896,187.8,128.5,132.4,9.200,8.200,0.000,342.500,84.960,83.160,right,,
DSC02779.JPG,17.07.2020,05:21:18,45.762703,61.211159,211.2,149.4,155.8,10.900,1.500,38.000,26.900,87.480,81.000,right,,
DSC02780.JPG,17.07.2020,05:21:28,45.763924,61.213585,211.7,151.0,156.3,12.900,7.500,88.000,83.300,83.880,85.680,right,,
DSC02781.JPG,17.07.2020,05:21:38,45.763153,61.216396,233.5,173.0,178.1,20.500,8.700,139.000,134.900,84.240,93.240,right,,
DSC02782.JPG,17.07.2020,05:21:48,45.760834,61.217026,256.4,195.5,201.0,20.400,6.000,211.000,198.200,86.400,105.120,right,,
DSC02783.JPG,17.07.2020,05:21:58,45.759319,61.214203,264.5,201.8,209.1,20.800,0.600,286.000,269.000,90.720,103.680,right,,
DSC02784.JPG,17.07.2020,05:22:08,45.760433,61.211395,264.3,201.7,208.9,9.800,0.300,348.000,329.800,84.600,83.520,right,,
DSC02785.JPG,17.07.2020,05:27:59,45.716393,61.119808,285.6,223.7,230.2,-0.300,-0.600,240.000,237.300,86.040,100.440,right,,
DSC02786.JPG,17.07.2020,05:28:04,45.715714,61.118351,283.2,220.1,227.8,-0.600,2.200,239.000,236.900,82.440,105.480,right,,
DSC02787.JPG,17.07.2020,05:28:08,45.714996,61.116817,282.4,220.1,227.0,0.900,2.200,242.000,236.000,84.600,105.480,right,,
DSC02788.JPG,17.07.2020,05:28:13,45.714272,61.115295,280.9,217.2,225.5,-0.300,5.200,243.000,235.400,83.520,101.160,right,,
DSC02789.JPG,17.07.2020,05:28:18,45.713650,61.113728,284.7,222.3,229.3,-6.600,0.100,242.000,238.200,81.360,100.440,right,,
DSC02790.JPG,17.07.2020,05:28:23,45.712929,61.112202,283.2,221.1,227.8,6.300,1.100,234.000,229.400,85.680,104.400,right,,
DSC02791.JPG,17.07.2020,05:28:28,45.712116,61.110798,281.8,219.7,226.4,3.300,2.100,238.000,232.400,81.720,100.800,right,,
DSC02792.JPG,17.07.2020,05:28:34,45.711319,61.109303,282.7,219.8,227.3,-24.700,0.400,228.000,233.400,84.960,105.120,right,,
DSC02793.JPG,17.07.2020,05:28:38,45.710224,61.108292,281.2,220.1,225.8,-10.400,3.600,186.000,193.400,82.440,109.440,right,,
DSC02794.JPG,17.07.2020,05:28:43,45.708920,61.108414,278.6,217.4,223.2,-12.400,7.000,136.000,154.400,83.880,104.400,right,,
DSC02795.JPG,17.07.2020,05:28:48,45.707958,61.109470,282.3,220.0,226.9,17.900,3.200,144.000,140.500,83.880,97.200,right,,
DSC02796.JPG,17.07.2020,05:28:53,45.706802,61.110157,283.4,223.2,228.0,11.200,0.400,183.000,177.000,86.400,103.320,right,,
DSC02797.JPG,17.07.2020,05:28:58,45.705502,61.110104,283.6,222.4,228.2,6.800,0.900,181.000,181.900,85.680,105.480,right,,
DSC02798.JPG,17.07.2020,05:29:03,45.704144,61.110023,282.9,220.3,227.5,0.900,1.400,179.000,184.000,84.600,107.640,right,,
DSC02799.JPG,17.07.2020,05:29:08,45.702835,61.109833,280.1,217.8,224.7,-8.800,3.700,178.000,186.100,80.280,105.120,right,,
DSC02800.JPG,17.07.2020,05:29:13,45.701546,61.109802,282.3,220.4,226.9,-1.900,2.600,171.000,176.300,81.720,102.960,right,,
DSC02801.JPG,17.07.2020,05:29:18,45.700211,61.110020,283.2,221.1,227.8,-1.100,1.800,172.000,173.900,87.480,109.080,right,,
DSC02802.JPG,17.07.2020,05:29:23,45.698853,61.110264,282.0,219.0,226.6,8.500,3.600,175.000,174.200,84.960,109.800,right,,
DSC02803.JPG,17.07.2020,05:29:28,45.697495,61.110401,282.1,221.1,226.7,0.800,0.600,181.000,180.200,83.880,108.360,right,,
DSC02804.JPG,17.07.2020,05:29:33,45.696117,61.110367,287.2,226.4,231.8,2.700,-1.900,179.000,178.500,89.280,108.360,right,,
DSC02805.JPG,17.07.2020,05:29:38,45.694775,61.110359,288.9,226.6,233.5,-2.000,-1.700,181.000,182.000,88.560,110.880,right,,
DSC02806.JPG,17.07.2020,05:29:43,45.693409,61.110264,278.9,216.9,223.5,-0.200,4.300,179.000,181.900,84.240,108.000,right,,
DSC02807.JPG,17.07.2020,05:29:48,45.692177,61.110180,277.4,216.7,222.0,0.200,3.800,178.000,181.800,74.880,93.240,right,,
DSC02808.JPG,17.07.2020,05:29:53,45.691032,61.110191,281.9,218.6,226.5,-4.400,5.700,168.000,174.700,76.320,93.960,right,,
DSC02809.JPG,17.07.2020,05:29:58,45.689789,61.110500,282.3,220.6,226.9,6.800,2.900,171.000,170.400,86.040,102.960,right,,
DSC02810.JPG,17.07.2020,05:30:04,45.688438,61.110722,281.8,220.4,226.4,7.900,1.100,174.000,176.400,84.960,106.920,right,,
DSC02811.JPG,17.07.2020,05:30:08,45.687111,61.110672,282.0,219.8,226.6,-3.900,1.100,180.000,180.900,83.160,107.280,right,,
DSC02812.JPG,17.07.2020,05:30:13,45.685760,61.110649,282.9,223.5,227.5,0.900,0.200,180.000,180.800,88.560,106.560,right,,
DSC02813.JPG,17.07.2020,05:30:18,45.684460,61.110577,281.8,219.8,226.4,-0.500,2.300,174.000,180.800,82.800,103.320,right,,
DSC02814.JPG,17.07.2020,05:30:23,45.683186,61.110588,280.5,218.4,225.1,-1.500,4.200,175.000,180.200,81.720,102.600,right,,
DSC02815.JPG,17.07.2020,05:30:28,45.681900,61.110634,280.7,219.2,225.3,2.600,3.800,172.000,176.200,82.440,105.120,right,,
DSC02816.JPG,17.07.2020,05:30:33,45.680515,61.110760,282.1,222.1,226.7,-3.200,1.400,175.000,176.300,88.920,109.800,right,,
DSC02817.JPG,17.07.2020,05:30:38,45.679222,61.110863,279.1,216.0,223.7,2.500,5.100,173.000,176.900,77.760,103.320,right,,
DSC02818.JPG,17.07.2020,05:30:43,45.677917,61.110920,278.2,219.2,222.8,-6.100,4.200,182.000,183.600,79.560,107.280,right,,
DSC02819.JPG,17.07.2020,05:30:48,45.676521,61.110886,278.4,217.0,223.0,0.700,6.300,176.000,178.200,84.600,114.120,right,,
DSC02820.JPG,17.07.2020,05:30:53,45.675072,61.110889,280.5,219.8,225.1,-0.200,3.600,179.000,180.800,87.480,111.600,right,,
DSC02821.JPG,17.07.2020,05:30:59,45.673714,61.110920,280.4,219.5,225.0,-4.000,3.200,174.000,176.600,83.160,105.840,right,,
DSC02822.JPG,17.07.2020,05:31:04,45.672405,61.111015,284.1,222.9,228.7,-0.500,-0.100,175.000,176.100,86.760,104.040,right,,
DSC02823.JPG,17.07.2020,05:31:09,45.671104,61.111141,282.4,221.1,227.0,2.900,1.500,176.000,176.400,84.960,102.600,right,,
DSC02824.JPG,17.07.2020,05:31:13,45.669849,61.111252,279.6,218.3,224.2,3.600,3.600,178.000,177.900,83.880,101.160,right,,
DSC02825.JPG,17.07.2020,05:31:19,45.668594,61.111313,283.4,222.1,228.0,0.500,0.600,176.000,177.900,84.600,99.360,right,,
DSC02826.JPG,17.07.2020,05:31:24,45.667332,61.111385,284.8,221.4,229.4,6.700,0.900,181.000,178.200,85.680,102.240,right,,
DSC02827.JPG,17.07.2020,05:31:29,45.666031,61.111263,280.9,219.8,225.5,-2.000,2.200,184.000,185.400,81.720,102.600,right,,
DSC02828.JPG,17.07.2020,05:31:34,45.664742,61.111145,279.9,217.8,224.5,-3.900,3.600,178.000,181.100,81.720,102.600,right,,
DSC02829.JPG,17.07.2020,05:31:39,45.663483,61.111221,279.4,219.4,224.0,-5.500,3.400,163.000,173.100,78.480,100.080,right,,
DSC02830.JPG,17.07.2020,05:31:43,45.662193,61.111477,280.8,221.1,225.4,2.600,3.600,172.000,175.000,85.680,111.600,right,,
DSC02831.JPG,17.07.2020,05:31:48,45.660740,61.111576,278.4,218.3,223.0,2.500,5.100,178.000,179.500,84.600,111.600,right,,
DSC02832.JPG,17.07.2020,05:31:53,45.659393,61.111496,278.1,217.0,222.7,-1.000,5.700,178.000,182.800,81.360,105.840,right,,
DSC02833.JPG,17.07.2020,05:31:59,45.658092,61.111397,280.2,220.1,224.8,-2.100,2.900,178.000,181.400,84.240,103.680,right,,
DSC02834.JPG,17.07.2020,05:32:04,45.656799,61.111469,282.8,222.1,227.4,3.300,2.100,174.000,174.800,83.160,103.320,right,,
DSC02835.JPG,17.07.2020,05:32:09,45.655457,61.111580,282.7,220.6,227.3,-5.400,1.900,175.000,176.500,86.040,110.160,right,,
DSC02836.JPG,17.07.2020,05:32:14,45.654072,61.111774,283.4,223.5,228.0,3.500,0.000,168.000,174.600,90.000,108.720,right,,
DSC02837.JPG,17.07.2020,05:32:18,45.652767,61.111835,282.0,219.4,226.6,-2.500,1.000,178.000,183.300,82.800,105.840,right,,
DSC02838.JPG,17.07.2020,05:32:23,45.651440,61.111752,278.6,217.5,223.2,-1.600,5.400,177.000,179.900,82.440,105.840,right,,
DSC02839.JPG,17.07.2020,05:32:28,45.650127,61.111729,282.4,220.6,227.0,-0.700,0.900,177.000,179.700,82.800,103.680,right,,
DSC02840.JPG,17.07.2020,05:32:33,45.648808,61.111809,285.1,223.8,229.7,0.200,0.600,175.000,176.200,86.400,106.560,right,,
DSC02841.JPG,17.07.2020,05:32:38,45.647461,61.111931,283.3,223.4,227.9,0.100,1.200,172.000,174.000,86.760,108.360,right,,
DSC02842.JPG,17.07.2020,05:32:43,45.646126,61.112041,281.4,219.8,226.0,3.000,1.700,175.000,179.500,83.880,106.920,right,,
DSC02843.JPG,17.07.2020,05:32:48,45.644798,61.112022,280.4,218.1,225.0,-2.500,3.100,177.000,183.400,80.640,105.840,right,,
DSC02844.JPG,17.07.2020,05:32:53,45.643478,61.111927,279.0,218.7,223.6,-2.800,4.700,178.000,181.200,81.360,105.840,right,,
DSC02845.JPG,17.07.2020,05:32:58,45.642128,61.111912,280.8,222.4,225.4,3.200,4.900,176.000,178.000,82.440,110.160,right,,
DSC02846.JPG,17.07.2020,05:33:03,45.640720,61.112053,278.0,219.0,222.6,-2.200,4.200,168.000,175.000,87.480,112.320,right,,
DSC02847.JPG,17.07.2020,05:33:08,45.639355,61.112270,284.8,225.5,229.4,3.700,-1.000,169.000,174.300,95.400,111.960,right,,
DSC02848.JPG,17.07.2020,05:33:13,45.637951,61.112335,286.6,225.5,231.2,-5.000,-0.200,176.000,180.200,96.840,113.040,right,,
DSC02849.JPG,17.07.2020,05:33:18,45.636543,61.112377,284.2,222.9,228.8,-1.000,0.200,174.000,178.500,88.920,110.880,right,,
DSC02850.JPG,17.07.2020,05:33:23,45.635204,61.112343,280.3,218.1,224.9,-3.900,2.800,179.000,181.600,78.840,102.960,right,,
DSC02851.JPG,17.07.2020,05:33:28,45.633991,61.112217,277.0,214.1,221.6,-4.400,5.700,174.000,182.000,69.840,92.880,right,,
DSC02852.JPG,17.07.2020,05:33:33,45.632801,61.112183,276.6,216.0,221.2,-2.700,8.400,169.000,175.900,77.040,99.360,right,,
DSC02853.JPG,17.07.2020,05:33:38,45.631504,61.112331,280.6,219.4,225.2,-0.900,4.900,170.000,174.900,86.760,109.800,right,,
DSC02854.JPG,17.07.2020,05:33:43,45.630123,61.112511,280.5,219.7,225.1,-1.000,4.600,170.000,174.600,88.200,108.000,right,,
DSC02855.JPG,17.07.2020,05:33:48,45.628834,61.112648,279.9,221.2,224.5,3.000,3.600,174.000,179.100,87.120,100.800,right,,
DSC02856.JPG,17.07.2020,05:33:53,45.627567,61.112659,284.5,225.1,229.1,-0.200,-1.700,178.000,181.700,91.800,104.760,right,,
DSC02857.JPG,17.07.2020,05:33:58,45.626247,61.112667,289.1,228.0,233.7,5.800,-1.300,179.000,180.200,93.240,106.560,right,,
DSC02858.JPG,17.07.2020,05:34:03,45.624901,61.112671,286.2,224.3,230.8,-1.000,-0.800,177.000,181.600,90.000,108.720,right,,
DSC02859.JPG,17.07.2020,05:34:08,45.623543,61.112671,280.7,219.8,225.3,0.000,3.800,176.000,179.200,85.320,105.480,right,,
DSC02860.JPG,17.07.2020,05:34:13,45.622269,61.112640,280.8,220.9,225.4,-7.500,1.300,175.000,178.400,82.080,99.000,right,,
DSC02861.JPG,17.07.2020,05:34:18,45.621048,61.112682,285.3,223.7,229.9,3.400,0.300,176.000,176.300,84.600,101.520,right,,
DSC02862.JPG,17.07.2020,05:34:23,45.619751,61.112747,282.1,219.4,226.7,-5.400,3.100,170.000,177.000,81.360,106.200,right,,
DSC02863.JPG,17.07.2020,05:34:28,45.618412,61.112888,278.9,217.2,223.5,-3.800,5.700,167.000,174.100,82.440,108.360,right,,
DSC02864.JPG,17.07.2020,05:34:33,45.617016,61.113026,281.4,221.1,226.0,0.700,3.100,179.000,179.800,84.240,109.440,right,,
DSC02865.JPG,17.07.2020,05:34:38,45.615677,61.112980,280.2,219.0,224.8,-3.100,3.100,178.000,180.700,83.520,107.640,right,,
DSC02866.JPG,17.07.2020,05:34:43,45.614357,61.112961,279.0,220.6,223.6,-1.400,3.100,177.000,179.400,81.720,102.960,right,,
DSC02867.JPG,17.07.2020,05:34:48,45.613064,61.112995,282.7,223.5,227.3,6.600,0.800,175.000,176.500,87.120,104.760,right,,
DSC02868.JPG,17.07.2020,05:34:53,45.611744,61.113068,283.4,223.4,228.0,-5.800,3.100,171.000,176.300,91.800,104.760,right,,
DSC02869.JPG,17.07.2020,05:34:58,45.610451,61.113220,282.2,223.1,226.8,3.000,0.000,170.000,175.300,85.320,102.960,right,,
DSC02870.JPG,17.07.2020,05:35:03,45.609192,61.113319,281.0,219.5,225.6,3.400,2.800,169.000,176.700,80.280,101.520,right,,
DSC02871.JPG,17.07.2020,05:35:08,45.607872,61.113312,282.2,222.4,226.8,-8.100,0.700,174.000,183.200,81.360,107.640,right,,
DSC02872.JPG,17.07.2020,05:35:13,45.606491,61.113255,283.3,222.0,227.9,0.000,1.500,180.000,183.200,93.240,111.240,right,,
DSC02873.JPG,17.07.2020,05:35:18,45.605145,61.113087,280.0,218.9,224.6,-5.200,3.300,172.000,182.700,81.720,111.240,right,,
DSC02874.JPG,17.07.2020,05:35:23,45.603756,61.113167,279.3,219.8,223.9,-0.800,2.500,172.000,175.700,82.080,107.280,right,,
DSC02875.JPG,17.07.2020,05:35:28,45.602432,61.113377,280.9,220.9,225.5,0.700,2.000,174.000,173.200,85.320,106.920,right,,
DSC02876.JPG,17.07.2020,05:35:33,45.601147,61.113544,283.0,223.7,227.6,1.500,0.500,170.000,177.500,84.240,98.280,right,,
DSC02877.JPG,17.07.2020,05:35:38,45.599918,61.113659,279.4,219.0,224.0,-4.300,2.600,180.000,181.600,82.080,101.880,right,,
DSC02878.JPG,17.07.2020,05:35:43,45.598625,61.113590,283.0,222.7,227.6,-1.700,-0.200,180.000,182.200,89.640,108.720,right,,
DSC02879.JPG,17.07.2020,05:35:48,45.597233,61.113483,283.4,223.7,228.0,0.000,0.800,176.000,181.800,92.160,111.600,right,,
DSC02880.JPG,17.07.2020,05:35:53,45.595848,61.113518,284.3,222.4,228.9,3.900,-0.800,176.000,179.700,84.240,108.720,right,,
DSC02881.JPG,17.07.2020,05:35:58,45.594532,61.113537,276.9,215.4,221.5,5.400,3.700,174.000,179.900,78.480,105.480,right,,
DSC02882.JPG,17.07.2020,05:36:03,45.593201,61.113472,278.0,218.0,222.6,-6.900,4.900,170.000,178.500,75.960,101.520,right,,
DSC02883.JPG,17.07.2020,05:36:08,45.591911,61.113701,280.7,222.0,225.3,0.100,2.300,170.000,173.000,86.040,104.760,right,,
DSC02884.JPG,17.07.2020,05:36:13,45.590649,61.113937,284.7,225.4,229.3,3.700,0.000,168.000,170.700,91.440,105.120,right,,
DSC02885.JPG,17.07.2020,05:36:18,45.589344,61.114025,281.2,220.4,225.8,4.300,2.600,184.000,182.700,84.960,103.680,right,,
DSC02886.JPG,17.07.2020,05:36:23,45.588032,61.113930,281.4,221.7,226.0,-2.800,-0.200,173.000,180.800,81.720,99.000,right,,
DSC02887.JPG,17.07.2020,05:36:28,45.586849,61.113808,280.2,222.0,224.8,-8.900,-0.200,170.000,185.500,74.880,95.040,right,,
DSC02888.JPG,17.07.2020,05:36:33,45.585571,61.113766,280.1,221.7,224.7,-1.600,1.900,170.000,176.700,89.280,106.200,right,,
DSC02889.JPG,17.07.2020,05:36:38,45.584278,61.113953,282.0,218.7,226.6,-1.100,3.000,166.000,172.300,83.880,102.960,right,,
DSC02890.JPG,17.07.2020,05:36:43,45.583012,61.114178,279.5,219.8,224.1,0.100,3.000,169.000,173.700,82.080,106.200,right,,
DSC02891.JPG,17.07.2020,05:36:48,45.581657,61.114288,282.3,224.6,226.9,4.800,-0.900,180.000,179.500,92.880,109.800,right,,
DSC02892.JPG,17.07.2020,05:36:53,45.580303,61.114246,287.4,226.7,232.0,-5.000,-1.500,181.000,182.100,86.400,107.640,right,,
DSC02893.JPG,17.07.2020,05:36:58,45.578941,61.114212,284.9,223.7,229.5,-2.600,0.700,177.000,180.100,92.160,109.080,right,,
DSC02894.JPG,17.07.2020,05:37:03,45.577591,61.114208,279.8,217.5,224.4,-1.500,1.800,178.000,181.000,77.400,100.800,right,,
DSC02895.JPG,17.07.2020,05:37:08,45.576378,61.114128,275.9,214.3,220.5,-6.600,6.400,177.000,182.100,71.640,94.320,right,,
DSC02896.JPG,17.07.2020,05:37:13,45.575241,61.114132,277.9,218.4,222.5,-1.500,5.300,169.000,176.700,77.040,93.240,right,,
DSC02897.JPG,17.07.2020,05:37:18,45.573994,61.114304,282.6,221.8,227.2,1.100,2.400,178.000,174.900,87.840,100.440,right,,
DSC02898.JPG,17.07.2020,05:37:23,45.572704,61.114429,281.5,222.0,226.1,-0.700,0.400,170.000,175.200,82.440,104.040,right,,
DSC02899.JPG,17.07.2020,05:37:28,45.571335,61.114544,285.1,224.7,229.7,-3.200,-2.000,175.000,178.200,92.880,111.600,right,,
DSC02900.JPG,17.07.2020,05:37:33,45.569927,61.114559,284.4,224.9,229.0,1.200,-1.400,181.000,183.200,89.280,111.600,right,,
DSC02901.JPG,17.07.2020,05:37:38,45.568539,61.114510,281.0,219.5,225.6,-2.100,0.800,176.000,180.500,85.320,110.160,right,,
DSC02902.JPG,17.07.2020,05:37:43,45.567200,61.114498,277.4,215.2,222.0,-0.300,5.000,181.000,179.900,76.680,103.680,right,,
DSC02903.JPG,17.07.2020,05:37:48,45.565907,61.114521,281.9,220.6,226.5,-4.300,0.000,176.000,177.000,78.120,104.400,right,,
DSC02904.JPG,17.07.2020,05:37:53,45.564560,61.114655,279.0,218.3,223.6,-0.700,4.700,166.000,172.300,82.080,107.280,right,,
DSC02905.JPG,17.07.2020,05:37:58,45.563232,61.114792,279.8,219.5,224.4,2.000,4.600,173.000,177.800,84.600,106.560,right,,
DSC02906.JPG,17.07.2020,05:38:03,45.561897,61.114811,281.9,221.5,226.5,-2.700,1.600,175.000,182.400,84.600,107.280,right,,
DSC02907.JPG,17.07.2020,05:38:08,45.560543,61.114822,279.7,218.7,224.3,1.600,5.000,173.000,176.400,82.800,108.360,right,,
